cod_cliente,data_referencia,ind_funcionario,pais_residencia,sexo,idade,data_cadastro,ind_novo,tempo_relacionamento_meses,ind_relacionamento,ult_data_cliente_principal,ind_rel_inicio_mes,tipo_rel_inicio_mes,ind_residente,ind_estrangeiro,conjuge_funcionario,canal_entrada,ind_falecido,estado,ind_ativo,renda_estimada_anual_brl,segmento,possui_poupanca,possui_aval_garantia,possui_conta_corrente,possui_conta_investimento,possui_conta_salario,possui_conta_junior,possui_conta_universitaria,possui_conta_corrente_plus,possui_conta_premium,possui_cdb_curto_prazo,possui_cdb_medio_prazo,possui_cdb_longo_prazo,possui_conta_digital,possui_fundo_investimento,possui_financiamento_imovel,possui_previdencia_privada,possui_emprestimo_pessoal,possui_pagamento_tributos,possui_cartao_credito,possui_titulos_investimento,possui_financiamento_veiculo,possui_folha_pagamento,possui_beneficio_previdencia,possui_debito_automatico,segmentos_sinteticos,evento_viagem_sintetico
1018972,2023-04-28,N,BR,M,30,2019-06-07,0.0,46,1.0,,1.0,A,S,N,,KFA,N,SP,1.0,43123.71,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,"[""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
890854,2023-05-28,N,BR,M,20,2017-09-07,0.0,68,1.0,,1.0,A,S,N,,KAT,N,BA,1.0,9138.64,02 - VAREJO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE""]",0
175782,2023-04-28,N,BR,F,50,2007-05-11,0.0,191,1.0,,1.0,A,S,N,,KAY,N,TO,1.0,25292.31,01 - ALTA RENDA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1.0,1.0,1,"[""SEG-VIP"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO"", ""SEG-VIAJANTE-EVENTO""]",1
1312101,2023-05-28,N,BR,F,20,2021-09-22,0.0,20,1.0,,1.0,A,S,N,,KHE,N,GO,1.0,99400.45,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
1382662,2022-05-28,N,BR,F,25,2022-02-16,1.0,5,1.0,,1.0,A,S,S,,KHF,N,SC,1.0,23120.12,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR"", ""SEG-VIAJANTE-EVENTO""]",1
438866,2022-06-28,N,BR,F,49,2010-10-08,0.0,141,1.0,,1.0,A,S,N,,KFC,N,RJ,1.0,23356.42,02 - VAREJO,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
111906,2023-04-28,N,BR,M,92,2009-11-12,0.0,101,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,29905.24,01 - ALTA RENDA,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-EXPERIENTE"", ""SEG-VIAJANTE-EVENTO""]",1
482505,2023-04-28,N,BR,M,82,2011-07-08,0.0,141,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,175403.19,01 - ALTA RENDA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
182842,2022-09-28,N,BR,F,59,2007-07-17,0.0,182,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,85178.63,02 - VAREJO,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
1182731,2023-01-28,N,BR,M,21,2020-09-24,0.0,28,1.0,,1.0,I,S,N,,KHE,N,MG,0.0,17873.28,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-VIAJANTE-EVENTO""]",1
861185,2022-05-28,N,BR,M,23,2017-01-13,0.0,66,1.0,,1.0,A,S,N,,KAT,N,RS,1.0,49341.88,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,"[""SEG-JOVEM"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
1110847,2022-03-28,N,BR,M,18,2019-12-07,0.0,31,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,86030.53,02 - VAREJO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
150330,2023-04-28,N,BR,F,44,2006-11-23,0.0,197,1.0,,1,A,S,N,,KAT,N,SP,1.0,252962.68,02 - VAREJO,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
872686,2023-01-28,N,BR,F,44,2017-04-12,0.0,69,1.0,,1,A,S,N,,KFC,N,SP,1.0,197736.67,02 - VAREJO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
530991,2023-03-28,N,BR,F,53,2012-04-28,0.0,131,1.0,,1.0,I,S,N,,KBZ,N,SP,0.0,89772.42,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
29179,2022-10-28,N,BR,M,54,2003-05-15,0.0,233,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,582570.3,01 - ALTA RENDA,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0.0,0.0,1,"[""SEG-VIP"", ""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-VIAJANTE-EVENTO""]",1
1460939,2023-03-28,N,BR,F,21,2022-09-25,0.0,6,1.0,,1.0,I,S,N,,KHQ,N,PE,0.0,14360.78,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-VIAJANTE-EVENTO""]",1
868624,2023-01-28,N,BR,F,40,2017-03-18,0.0,70,1.0,,1,A,S,N,,KAQ,N,SP,1.0,58766.71,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-VIAJANTE-EVENTO""]",1
184963,2022-09-28,N,BR,F,81,2007-07-25,0.0,182,1.0,,1,A,S,N,,KAT,N,MG,1.0,110681.55,01 - ALTA RENDA,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,1,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
954863,2022-10-28,N,BR,F,22,2018-10-05,0.0,48,1.0,,1.0,I,S,N,,KHE,N,DF,1.0,21824.21,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-VIAJANTE-EVENTO""]",1
1141210,2022-10-28,N,BR,F,28,2020-07-15,0.0,27,1.0,,1.0,A,S,N,,KFC,N,PE,1.0,8765.44,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR"", ""SEG-VIAJANTE-EVENTO""]",1
631007,2023-01-28,N,BR,M,45,2022-06-17,0.0,7,1.0,,1,A,S,N,,KAT,N,SP,1.0,107600.31,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-VIAJANTE-EVENTO""]",1
1085438,2023-04-28,N,BR,M,23,2019-10-22,0.0,42,1.0,,1.0,I,S,N,,KHE,N,MS,1.0,59098.39,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
83662,2023-02-28,N,BR,F,50,2005-01-27,0.0,131,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,67480.07,02 - VAREJO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
1244153,2023-03-28,N,BR,F,23,2021-02-18,0.0,25,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,272616.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-POUPADOR"", ""SEG-INVESTIDOR-EXPERIENTE""]",0
1025019,2022-08-28,N,BR,F,62,2019-07-18,0.0,37,1.0,,1.0,A,S,N,,KFC,N,MS,1.0,29872.43,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-EXPERIENTE""]",0
291502,2023-04-28,N,BR,M,47,2008-11-06,0.0,173,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,198329.35,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
1030065,2022-06-28,N,BR,M,26,2019-07-24,0.0,36,1.0,,1.0,I,S,N,,KHE,N,RJ,0.0,37103.75,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-POUPADOR""]",0
1021528,2023-03-28,N,BR,F,74,2019-06-29,0.0,45,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,38366.93,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-VIAJANTE-EVENTO""]",1
145503,2022-12-28,N,BR,M,45,2008-01-12,0.0,179,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,80374.23,02 - VAREJO,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1.0,1.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
439985,2022-09-28,N,BR,F,63,2010-10-15,0.0,143,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,101073.88,01 - ALTA RENDA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,1.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
488997,2022-08-28,N,BR,M,43,2011-08-31,0.0,130,1.0,,1.0,A,S,N,,013,N,SP,1.0,9508.04,01 - ALTA RENDA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1,"[""SEG-VIP"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
590534,2022-07-28,N,BR,M,50,2013-01-10,0.0,114,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,283597.71,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
181078,2022-09-28,N,BR,F,56,2007-07-07,0.0,182,1.0,,1.0,A,S,N,,KAT,N,RO,1.0,81814.05,02 - VAREJO,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
1544021,2023-04-28,N,BR,F,39,2023-04-06,1.0,0,1.0,,,,S,N,,,N,PA,1.0,24547.07,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
827509,2022-11-28,N,BR,F,60,2016-01-21,0.0,82,1.0,,1.0,A,S,N,,KFA,N,SP,1.0,30343.82,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
154519,2022-12-28,N,BR,M,45,2006-12-28,0.0,192,1.0,,1.0,A,S,N,,KAT,N,PR,1.0,110137.89,01 - ALTA RENDA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0,"[""SEG-VIP"", ""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
272688,2023-03-28,N,BR,M,69,2008-09-27,0.0,174,1.0,,1.0,A,S,N,,KAT,N,MG,1.0,29867.71,01 - ALTA RENDA,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE""]",0
100088,2023-04-28,N,BR,F,68,2007-01-26,0.0,106,1.0,,1.0,A,S,N,,KAT,N,PI,1.0,17857.22,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE""]",0
217152,2023-02-28,N,BR,F,47,2008-01-22,0.0,181,1.0,,1.0,A,S,N,,KAS,N,SP,1.0,79821.2,01 - ALTA RENDA,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
691652,2022-09-28,N,BR,M,80,2014-05-18,0.0,100,1.0,,1,I,S,N,,KAT,N,PR,0.0,84473.26,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-POUPADOR""]",0
232540,2023-04-28,N,BR,F,51,2008-03-23,0.0,181,1.0,,1.0,I,S,N,,KAT,N,CE,0.0,50823.61,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
747733,2022-09-28,N,BR,F,100,2015-02-12,0.0,91,1.0,,1.0,I,S,S,,KFC,S,SP,1.0,84768.46,02 - VAREJO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
182898,2022-03-28,N,BR,M,59,2007-07-17,0.0,180,1.0,,1.0,A,S,S,,KAT,N,BA,1.0,58230.87,02 - VAREJO,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
476713,2022-09-28,N,BR,F,49,2011-06-21,0.0,135,1.0,,1.0,A,S,N,,KAT,N,RS,1.0,45538.74,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1,"[""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
645289,2023-01-28,N,BR,M,79,2013-10-02,0.0,39,1.0,,1.0,I,S,N,,KAT,N,PA,0.0,40525.69,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-POUPADOR""]",0
569633,2022-08-28,N,BR,F,44,2012-10-19,0.0,118,1.0,,1.0,A,S,N,,KFC,N,GO,0.0,349928.86,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
43097,2023-05-28,N,BR,M,45,2003-07-11,0.0,238,1.0,,1.0,I,S,S,,KAT,N,SP,0.0,34318.17,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-POUPADOR""]",0
1369345,2023-03-28,N,BR,M,45,2021-12-15,0.0,15,1.0,,1.0,I,S,N,,KHK,N,SP,0.0,65227.46,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
275802,2022-10-28,N,BR,F,86,2008-09-27,0.0,169,1.0,,1.0,A,S,S,,KAT,N,SP,1.0,450873.59,02 - VAREJO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
963243,2022-10-28,N,BR,M,24,2018-10-17,0.0,48,1.0,,1.0,A,S,N,,KHE,N,PE,1.0,63816.57,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
1346344,2023-04-28,N,BR,F,21,2021-11-03,0.0,17,1.0,,1.0,A,S,N,,KHE,N,RS,1.0,127622.69,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-VIAJANTE-EVENTO""]",1
97103,2023-04-28,N,BR,M,73,2005-05-22,0.0,217,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,73957.42,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-VIAJANTE-EVENTO""]",1
106431,2023-05-28,N,BR,F,73,2009-12-27,0.0,212,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,546483.39,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
653048,2022-06-28,N,BR,F,60,2013-11-01,0.0,104,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,305087.91,01 - ALTA RENDA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
209720,2023-05-28,N,BR,M,46,2009-12-30,0.0,161,1.0,,1.0,A,S,S,,KFA,N,SP,1.0,15950.46,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
206703,2022-11-28,N,BR,M,57,2011-12-03,0.0,180,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,138921.42,01 - ALTA RENDA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1.0,1.0,1,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
426671,2023-03-28,N,BR,M,41,2010-07-08,0.0,152,1.0,,1.0,A,S,S,,KAE,N,MG,1.0,61152.36,02 - VAREJO,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1.0,1.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
293100,2022-08-28,N,BR,M,49,2008-11-08,0.0,165,1.0,,1.0,I,S,N,,KCL,N,PR,0.0,93194.2,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
877625,2023-02-28,N,BR,F,56,2017-05-10,0.0,69,1.0,,1.0,I,S,N,,KAA,N,RJ,1.0,51260.81,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
